,,,,,,,,,2020年＝100.0
1961000406,1961Q2,17.7,4.5,17.4,5,16.4,3.8,－,－
1961000709,1961Q3,18.6,5.3,18.4,4.5,16.7,4.2,－,－
1961001012,1961Q4,19.2,3,18.6,1,18.7,16,－,－
1962000103,1962Q1,19.7,2.3,19.1,2.2,21,7.7,－,－
1962000406,1962Q2,19.7,0.6,19.5,2.5,21.9,3.3,－,－
1962000709,1962Q3,19.5,-0.8,19.2,-1.4,22.4,4.5,－,－
1962001012,1962Q4,19.3,-0.8,19.6,2.5,22.4,3.7,－,－
1963000103,1963Q1,20,2.5,20,1.5,21.9,-4.2,－,－
1963000406,1963Q2,21.2,5.7,20.8,4.5,21.9,0,－,－
1963000709,1963Q3,22.4,5.2,21.8,4.8,22.7,3.6,－,－
1963001012,1963Q4,23.5,5,22.8,4.5,23.1,2.4,－,－
1964000103,1964Q1,24.2,3.2,23.7,3.7,24.1,4.1,－,－
1964000406,1964Q2,25,2.9,24.4,3.2,25.1,4.5,－,－
1964000709,1964Q3,25.6,2.8,24.9,2.3,25.8,2.1,－,－
1964001012,1964Q4,26.1,1.8,25.3,1.1,27.8,7.7,－,－
1965000103,1965Q1,26.1,-0.1,25.3,0.6,28.1,1.9,－,－
1965000406,1965Q2,25.8,-0.9,25.1,-0.7,29.1,2.6,－,－
1965000709,1965Q3,26.1,1.1,25.6,1.6,29.4,2.1,－,－
1965001012,1965Q4,26.6,1.7,26.1,1.7,29.5,0.4,－,－
1966000103,1966Q1,27.4,3.1,27,3.4,30.4,2.2,－,－
1966000406,1966Q2,29,5.4,28.3,5.2,30.2,-0.7,－,－
1966000709,1966Q3,30.4,4.7,29.6,4.4,30.4,1.1,－,－
1966001012,1966Q4,31.9,5.6,31.3,5.4,30.4,-0.5,－,－
1967000103,1967Q1,32.9,3.1,32,2.9,31.5,3.4,－,－
1967000406,1967Q2,34.4,4.4,33.4,3.7,32,2.2,－,－
1967000709,1967Q3,36.3,5.2,35.2,5.5,33.4,4.2,－,－
1967001012,1967Q4,38,5.2,36.1,2.5,35.9,7.2,－,－
1968000103,1968Q1,39,1.9,37.7,4.2,38,6.6,53.8,－
1968000406,1968Q2,40,3,39,3.5,39.4,3.5,54.6,1.4000000000000057
1968000709,1968Q3,41.2,2.7,40,2.1,41.7,6,56.5,3.799999999999997
1968001012,1968Q4,43.2,4.8,41.8,5,42.8,2.5,56,-1
1969000103,1969Q1,44.5,3,43.2,3,45.1,5.8,56.6,1.2000000000000028
1969000406,1969Q2,46.6,4.7,45.3,5.1,47.2,4.6,56.2,-0.9000000000000057
1969000709,1969Q3,48,2.9,46.9,3.3,48.3,1.7,55.8,-0.7000000000000028
1969001012,1969Q4,50.5,5.3,49.4,5.1,49.9,3.7,55,-1.5
1970000103,1970Q1,52.3,3.5,51.3,4,51.1,2,55.4,0.5999999999999943
1970000406,1970Q2,53.9,3.2,51.6,0.7,54.4,7,57.3,3.4000000000000057
1970000709,1970Q3,54.7,1.3,52.9,2.5,57.3,5.1,59.9,4.799999999999997
1970001012,1970Q4,55,0.4,53.1,0.2,61.1,6.8,63.8,6.5
1971000103,1971Q1,55.4,0.9,53.3,0.6,63.9,4.2,67.1,4.900000000000006
1971000406,1971Q2,54.8,-1.2,53.3,0.1,65.1,2.2,68.2,1.9000000000000057
1971000709,1971Q3,55.6,1.7,54.2,1.4,66.5,1.9,68.1,-0.09999999999999432
1971001012,1971Q4,55.7,0.3,54.5,0.7,66.8,0.5,68.8,0.7999999999999972
1972000103,1972Q1,56.7,1.9,56.2,3.2,65.9,-1.2,66.6,-3.0999999999999943
1972000406,1972Q2,58,2.2,57.1,1.8,65.1,-1.3,64.6,-2.9000000000000057
1972000709,1972Q3,59.7,2.9,58.8,2.8,65.6,0.9,62.1,-4
1972001012,1972Q4,62.6,4.8,61.7,4.9,63.4,-3.4,57.4,-7.5
1973000103,1973Q1,66.4,6,65.3,5.9,62.7,-1.2,53.9,-6.299999999999997
1973000406,1973Q2,67.9,2,66.6,1.8,62.9,0.3,52.7,-2.2
1973000709,1973Q3,68.6,1.3,66.9,0.5,63.5,1,53.1,0.8
1973001012,1973Q4,70.2,2.2,68.1,2.2,64.2,1.4,52,-2
1974000103,1974Q1,70.1,-0.2,67,-1.9,72.4,12.6,58.5,12.4
1974000406,1974Q2,67.1,-4.4,64.1,-4.5,83.2,14.7,72.5,24
1974000709,1974Q3,64.3,-3.8,62.4,-2.6,87.2,4.9,77.6,7
1974001012,1974Q4,61.1,-5,59.8,-3.9,91.9,5.4,85.5,10.2
1975000103,1975Q1,57,-6.7,56.9,-4.9,89.6,-2.4,90,5.3
1975000406,1975Q2,57.8,1.4,58.3,2.3,86,-4.2,82.1,-8.8
1975000709,1975Q3,58.9,2,58.9,1.1,86.2,0.2,80.2,-2.3
1975001012,1975Q4,59.2,0.5,59.6,1.4,83.6,-3.1,77.7,-3.2
1976000103,1976Q1,62.1,4.8,62.5,4.6,84.1,0.8,74.5,-4
1976000406,1976Q2,64.4,3.6,64.4,3.2,84.6,0.5,73.3,-1.7
1976000709,1976Q3,66,2.2,65.3,1.4,86,1.6,72.7,-0.8
1976001012,1976Q4,66.7,1.2,65.6,0.4,89.4,4.1,73.8,1.5
1977000103,1977Q1,67.4,1.1,67.2,2.6,89,-0.6,72.9,-1.1
1977000406,1977Q2,67.3,-0.1,66.6,-1,92,3.5,75.9,4
1977000709,1977Q3,67.2,-0.2,66.7,0,91.4,-0.7,75.5,-0.5
1977001012,1977Q4,68.2,1.5,67.6,1.7,91.8,0.3,74.1,-1.8
1978000103,1978Q1,69.7,2.4,69.5,2.7,90.1,-1.9,72.2,-2.5
1978000406,1978Q2,70.9,1.6,70.1,0.7,89,-1.3,69.6,-3.7
1978000709,1978Q3,72.5,2.3,71.9,2.4,87.7,-1.5,66.7,-4.2
1978001012,1978Q4,73.7,1.8,72.6,1.2,88.2,0.8,65.8,-1.2
1979000103,1979Q1,74.4,0.9,73.7,1.5,87.9,-0.4,65.4,-0.7
1979000406,1979Q2,76.3,2.5,75.3,2.2,86.1,-2.2,62.7,-4.2
1979000709,1979Q3,77.8,2,76.2,1,89.1,3.6,62,-1.1
1979001012,1979Q4,79.5,2.1,77.9,2.5,91.2,2.4,63.1,2
1980000103,1980Q1,81.5,2.4,79.5,1.9,92.3,1.3,62.9,-0.4
1980000406,1980Q2,81.7,0.4,78.9,-0.6,95.2,3.3,66.1,5
1980000709,1980Q3,79.7,-2.5,76.4,-3.5,98.6,3.4,73,10.5
1980001012,1980Q4,79.9,0.2,77.1,1.2,98.9,0.2,73.6,0.8
1981000103,1981Q1,80.2,0.5,77.6,0.5,99.3,0.5,73.5,-0.1
1981000406,1981Q2,80.2,-0.1,77.3,-0.4,100,0.6,74.5,1.2
1981000709,1981Q3,82,2.3,79.5,2.7,96.2,-3.8,71.4,-4.2
1981001012,1981Q4,83.2,1.5,79.4,0.1,95.2,-0.9,69.7,-2.4
1982000103,1982Q1,82.5,-0.9,78.5,-1.3,97.5,2.4,72.1,3.5
1982000406,1982Q2,81.6,-1.2,77.6,-1,97.8,0.4,73.9,2.5
1982000709,1982Q3,81.9,0.5,78.2,0.6,96.8,-1.3,72.4,-2
1982001012,1982Q4,80.9,-1.2,77.3,-1.1,94.7,-2.2,71.9,-0.8
1983000103,1983Q1,81.7,0.9,78.3,1.2,93.3,-1.7,71.3,-0.8
1983000406,1983Q2,83,1.5,79.5,1.5,92,-1.4,69.8,-2.2
1983000709,1983Q3,85.1,2.4,81.5,2.6,91.4,-0.5,67.8,-2.7
1983001012,1983Q4,87,2.4,83,1.8,90.7,-0.9,66.7,-1.8
1984000103,1984Q1,89.6,3.2,85.4,2.9,91.4,0.8,66.4,-0.4
1984000406,1984Q2,91.3,1.7,86.4,1.3,93.5,2.5,66.3,-0.1
1984000709,1984Q3,92.5,1.5,87.3,1,94.8,1.3,67.5,1.7
1984001012,1984Q4,94.7,2.4,89.1,2.2,97.4,2.7,68.5,1.3
1985000103,1985Q1,94.8,0.1,89.3,0,99.1,1.7,69.4,1.4
1985000406,1985Q2,95.9,1.1,90.4,1.3,100.5,1.5,69.6,0.3
1985000709,1985Q3,95.6,-0.3,90.4,-0.1,100.2,-0.5,70.3,1
1985001012,1985Q4,95.6,0,90.5,0.3,100.7,0.7,70.8,0.7
1986000103,1986Q1,95.4,-0.2,90.1,-0.4,103.2,2.5,71.8,1.5
1986000406,1986Q2,95.4,0,90.5,0.4,101.1,-2.1,71.5,-0.6
1986000709,1986Q3,95.2,-0.3,90.5,-0.1,101.4,0.3,71.7,0.4
1986001012,1986Q4,95.2,-0.1,91.1,0.6,99.6,-1.8,70.2,-2.1
1987000103,1987Q1,95.9,0.9,92,1.1,98.5,-1.2,69.4,-1.2
1987000406,1987Q2,95.9,0,91.9,-0.1,97,-1.5,68.1,-1.8
1987000709,1987Q3,99.5,3.6,94.9,3.3,96.5,-0.4,65.9,-3.1
1987001012,1987Q4,102.8,3.5,97.5,2.6,96.9,0.3,65,-1.6
1988000103,1988Q1,105.7,2.8,99.9,2.5,99.2,0.6,64.2,-1.1
1988000406,1988Q2,107.4,1.6,102,2.2,98.5,-0.9,63.3,-1.5
1988000709,1988Q3,108.7,1.2,103.1,1.2,100.7,2.4,63.5,0.4
1988001012,1988Q4,110.3,1.5,105.1,1.9,101.2,0.4,63.4,-0.3
1989000103,1989Q1,113.6,3,107.8,2.5,102.8,1.6,63.8,0.6
1989000406,1989Q2,114.5,0.8,108.7,0.8,106.3,3.4,64.6,1.4
1989000709,1989Q3,114.3,-0.2,108.4,-0.2,108.2,1.7,65.9,2.1
1989001012,1989Q4,114.7,0.3,109.2,0.6,109.5,1.1,66.6,0.9
1990000103,1990Q1,115.7,0.9,110.9,1.6,108.9,-0.4,66,-0.9
1990000406,1990Q2,118.3,2.1,113.6,2.4,107.9,-1,64.6,-2.1
1990000709,1990Q3,120.1,1.6,114.6,0.9,108.2,0.3,63.6,-1.4
1990001012,1990Q4,121.6,1.4,116.3,1.5,108.5,0.2,63.4,-0.4
1991000103,1991Q1,122.2,0.4,116.1,-0.1,113.6,4.7,65.4,3.2
1991000406,1991Q2,121.5,-0.6,115.7,-0.3,116.7,2.7,68.1,4.1
1991000709,1991Q3,121,-0.4,115.9,0.2,118.5,1.7,69.8,2.5
1991001012,1991Q4,119.6,-1.2,114.4,-1.4,122.7,3.6,72.5,3.8
1992000103,1992Q1,116.8,-2.4,113.1,-1.2,121.3,-1.1,73.3,1.2
1992000406,1992Q2,114.1,-2.3,109.6,-3,122.6,1.1,75.3,2.7
1992000709,1992Q3,113.5,-0.4,109.4,-0.2,122.4,-0.2,75.8,0.6
1992001012,1992Q4,110.4,-2.8,106.4,-2.7,121.4,-0.7,78.1,3.2
1993000103,1993Q1,110.8,0.3,108.3,1.7,118.6,-2.7,76.1,-2.7
1993000406,1993Q2,110.4,-0.3,107.2,-0.9,118,-0.6,75.4,-0.8
1993000709,1993Q3,109.4,-0.8,106.5,-0.8,118.2,0.3,76.5,1.4
1993001012,1993Q4,107.3,-1.9,104.5,-1.9,118.2,0,77.6,1.5
1994000103,1994Q1,107,-0.3,104.5,-0.1,116,-1.9,76.4,-1.5
1994000406,1994Q2,109.5,2.4,107.1,2.6,115.2,-0.8,73.9,-3.3
1994000709,1994Q3,111.7,1.9,108.5,1.3,113.1,-1.7,72.1,-2.5
1994001012,1994Q4,113.4,1.5,110.2,1.6,113,-0.1,71,-1.3
1995000103,1995Q1,113.1,-0.3,109.1,-1,116.7,3.2,72.9,2.5
1995000406,1995Q2,114.6,1.4,111.2,2,117.8,0.9,74.3,1.9
1995000709,1995Q3,112.6,-1.8,109,-2.1,118.8,0.9,75.6,1.8
1995001012,1995Q4,114.7,1.9,111.1,1.9,119.4,0.6,76,0.5
1996000103,1996Q1,114.1,-0.6,110.5,-0.5,120.6,1,76.5,0.7
1996000406,1996Q2,114.8,0.7,111.8,1,120.6,-0.1,76.2,-0.4
1996000709,1996Q3,116.8,1.7,113.2,1.5,119.5,-0.8,75.4,-1
1996001012,1996Q4,118.9,1.8,116.1,2.4,119.3,-0.3,73.4,-2.8
1997000103,1997Q1,121.8,2.5,120,3.2,115.7,-3,70.5,-3.9
1997000406,1997Q2,121.3,-0.5,117.9,-1.7,123.2,6.5,73.6,4.3
1997000709,1997Q3,121.8,0.5,118.8,0.7,124.5,1,75.8,3
1997001012,1997Q4,118.6,-2.7,115.5,-2.8,126.4,1.5,79,4.1
1998000103,1998Q1,116.3,-1.9,113.7,-1.5,126.5,0.3,83.2,5.5
1998000406,1998Q2,112.3,-3.4,111.6,-1.9,122.3,-3.3,83.1,-0.3
1998000709,1998Q3,110.9,-1.4,110.2,-1.2,119.9,-2,82.5,-0.7
1998001012,1998Q4,110.2,-0.5,109.5,-0.6,116.9,-2.5,81,-1.9
1999000103,1999Q1,111.9,1.4000000000000057,110.9,1.2,114,-2.5999999999999943,78.4,-3.2
1999000406,1999Q2,111.7,0,111.2,0.29999999999999716,111.6,-2,76.5,-2.4000000000000057
1999000709,1999Q3,113.3,1.4000000000000057,113.1,1.8,110.4,-1.0999999999999943,74.2,-3
1999001012,1999Q4,115.1,1.5999999999999943,115.3,1.8,109,-1.2,72.6,-2.2
2000000103,2000Q1,115.9,0.5999999999999943,115.2,0,110.8,1.5,73,0.5999999999999943
2000000406,2000Q2,118.9,2.5999999999999943,119.1,3.3,110.4,-0.29999999999999716,72.7,-0.5
2000000709,2000Q3,119.6,0.7000000000000028,119.8,0.5999999999999943,109.6,-0.7999999999999972,72.8,0.09999999999999432
2000001012,2000Q4,121.1,1.4000000000000057,120.4,0.5999999999999943,111.6,1.9000000000000057,73.9,1.4000000000000057
2001000103,2001Q1,117.4,-3.2,116.8,-2.9000000000000057,113.2,1.5,76.9,4.3
2001000406,2001Q2,113.3,-3.5,113.6,-2.9000000000000057,115.6,2,80.7,4.900000000000006
2001000709,2001Q3,108.2,-4.400000000000006,109.1,-3.9000000000000057,113.6,-1.8,82.5,2.3
2001001012,2001Q4,105.4,-2.5999999999999943,106.3,-2.7,111,-2.2,82.6,0
2002000103,2002Q1,106.2,0.7999999999999972,107.6,1.3,106.3,-4.2,79.7,-3.5
2002000406,2002Q2,109.3,2.9000000000000057,111.3,3.5,102.4,-3.5999999999999943,73.9,-7.2
2002000709,2002Q3,111.3,1.7,112.5,1,102.2,-0.20000000000000284,72.3,-2.0999999999999943
2002001012,2002Q4,111.7,0.4000000000000057,113.4,0.7000000000000028,102,-0.20000000000000284,72.2,-0.29999999999999716
2003000103,2003Q1,112,0.20000000000000284,113.9,0.5,100.6,-1.5,71.9,-0.4000000000000057
2003000406,2003Q2,111.6,-0.3,113.7,-0.1,100.4,-0.2,71.6,-0.3
2003000709,2003Q3,112.4,0.8,114.5,0.6,99.8,-0.6,70.8,-1.1
2003001012,2003Q4,115.7,3,117.7,2.9,98.9,-0.9,69.1,-2.4
2004000103,2004Q1,117.2,1.1,119.3,1.2,98.7,-0.1,67,-3.2
2004000406,2004Q2,118.8,1.4,120.8,1.2,99.6,0.8,68.7,2.6
2004000709,2004Q3,119.7,0.7,121.6,0.7,101,1.3,67.9,-1.1
2004001012,2004Q4,117.8,-1.5,120.1,-1.2,98.6,-2.2,67.7,-0.3
2005000103,2005Q1,119.8,1.6,120.8,0.5,101.5,2.9,69.2,2.3
2005000406,2005Q2,120.1,0.3,122.2,1.2,102.2,0.6,69.2,-0.1
2005000709,2005Q3,119.6,-0.4,122.5,0.2,104.1,1.9,70.3,1.5
2005001012,2005Q4,121.1,1.2,124,1.3,103.3,-0.8,69.7,-0.7
2006000103,2006Q1,122.6,1.2,125.3,1.1,103.9,0.7,70.2,0.6
2006000406,2006Q2,124.8,1.8,127.6,1.8,104.4,0.4,69.4,-1.1
2006000709,2006Q3,126,1.1,128.3,0.6,104.1,-0.3,69.1,-0.4
2006001012,2006Q4,127.6,1.2,129.4,0.9,106.8,2.6,69.9,1.2
2007000103,2007Q1,127,-0.5,129.4,0,105.7,-1,69.4,-0.7
2007000406,2007Q2,127.7,0.6,130.8,1,105.5,-0.2,69.7,0.4
2007000709,2007Q3,129.9,1.7,132.5,1.3,106.7,1.1,70.3,0.7
2007001012,2007Q4,131,0.9,134.4,1.4,108,1.2,69.9,-0.4
2008000103,2008Q1,131.4,0.3,135.1,0.5,107.7,-0.3,70,0.1
2008000406,2008Q2,129.2,-1.7,131.3,-2.7,107.9,0.2,71,1.3
2008000709,2008Q3,124.3,-3.7,124.9,-4.9,109,1,75.8,6.8
2008001012,2008Q4,112.3,-9.7,113.1,-9.5,111.7,2.5,89.5,18.1
2009000103,2009Q1,89.2,-20.5,92.2,-18.5,103.6,-7.2,109,21.7
2009000406,2009Q2,94,5.3,94.8,2.9,97.5,-5.9,95.7,-12.1
2009000709,2009Q3,99.7,6.1,100.8,6.3,95.2,-2.4,84.6,-11.7
2009001012,2009Q4,106.8,7.1,108.5,7.7,92.4,-2.9,77.4,-8.4
2010000103,2010Q1,111.2,4.1,115.2,6.1,92.9,0.5,73,-5.8
2010000406,2010Q2,112.3,1,114,-1,93.2,0.3,71.2,-2.4
2010000709,2010Q3,113.7,1.3,114.1,0.1,92.4,-0.8,70.8,-0.6
2010001012,2010Q4,113.3,-0.4,114.4,0.2,95.1,2.9,73.9,4.4
2011000103,2011Q1,109,-3.8,112.2,-1.9,91.1,-4.2,74.8,1.3
2011000406,2011Q2,104.6,-4.1,102.6,-8.6,97.6,7.2,82.8,10.5
2011000709,2011Q3,112,7.1,111.9,9,99.6,2,77.4,-6.4
2011001012,2011Q4,113.1,1,114.5,2.3,97.4,-2.2,77.5,0.1
2012000103,2012Q1,114,0.8,116.4,1.7,102.2,4.9,77.9,0.4
2012000406,2012Q2,111.5,-2.2,112.9,-3,102.7,0.5,80.6,3.6
2012000709,2012Q3,107.9,-3.2,108.1,-4.3,104.6,1.8,84.2,4.4
2012001012,2012Q4,105.9,-1.9000000000000057,106.7,-1.2999999999999972,102.9,-1.5999999999999943,85.1,1.0999999999999943
2013000103,2013Q1,106.4,0.5,110.2,3.299999999999997,99.9,-2.9,82,-3.7
2013000406,2013Q2,108.8,2.2,112.5,2,97.4,-2.5,78.7,-4.1
2013000709,2013Q3,110.9,1.9,114,1.4,97.5,0.1,77,-2.1
2013001012,2013Q4,112.3,1.3,115.7,1.5,97.3,-0.2,75.4,-2.1
2014000103,2014Q1,114.5,2,117.5,1.6,95.7,-1.7,74.7,-1
2014000406,2014Q2,111.2,-2.9,112.7,-4.1,100.2,4.7,79.7,6.8
2014000709,2014Q3,110.6,-0.5,112.7,0,102,1.8,81.2,1.8
2014001012,2014Q4,110.8,0.1,113.1,0.4,102.9,0.9,82,1
2015000103,2015Q1,111.3,0.5,113.5,0.3,100.6,-2.2,81.9,-0.1
2015000406,2015Q2,110.3,-0.9,112.3,-1,99.4,-1.2,80.8,-1.4
2015000709,2015Q3,110.3,0,112.5,0.1,99.8,0.4,81.7,1.1
2015001012,2015Q4,110.2,-0.1,111.7,-0.7,100.5,0.7,82.1,0.5
2016000103,2016Q1,110.2,0,111.8,0.1,100.8,0.3,82.2,0.1
2016000406,2016Q2,109.4,-0.7,111.1,-0.6,100.5,-0.3,83.8,2
2016000709,2016Q3,110.9,1.3,112.2,1,100.4,-0.1,83,-1
2016001012,2016Q4,112.4,1.4,114.1,1.7,97.4,-3,80.1,-3.5
2017000103,2017Q1,112,-0.4,113.2,-0.8,99.3,2,81.9,2.2
2017000406,2017Q2,114.1,1.9,115,1.6,99.4,0.1,81.9,0.1
2017000709,2017Q3,114.1,0,115.2,0.1,99.5,0.1,81.4,-0.7
2017001012,2017Q4,115.4,1.2,115.9,0.7,101.5,2,83.8,3
2018000103,2018Q1,114.4,-0.9,115,-0.9,103.5,2.5,85.2,1.7
2018000406,2018Q2,114.6,0.2,115.8,0.7,102.2,-1.3,85.2,0
2018000709,2018Q3,113.8,-0.7,113.6,-1.9,103.1,0.9,86.5,1.5
2018001012,2018Q4,115.5,1.5,114.9,1.1,103,-0.1,86.1,-0.5
2019000103,2019Q1,113.4,-1.8,113.9,-0.9,102,-1,86.5,0.5
2019000406,2019Q2,113.5,0.1,114.3,0.4,104.1,2.1,87.8,1.5
2019000709,2019Q3,112.6,-0.8,113.2,-1,103,-1.1,89.6,2.1
2019001012,2019Q4,108,-4.1,107.5,-5,103.4,0.4,93.7,4.6
2020000103,2020Q1,106.8,-1.1,106.8,-0.7,104.3,0.9,93.7,0
2020000406,2020Q2,90.7,-15.1,90.5,-15.3,100.1,-4,113.8,21.5
2020000709,2020Q3,97.7,7.7,97.9,8.2,96.7,-3.4,99.2,-12.8
2020001012,2020Q4,103.5,5.9,103.3,5.5,94.7,-2.1,91.4,-7.9
2021000103,2021Q1,106.3,2.7,106.3,2.9,94,-0.7,87.1,-4.7
2021000406,2021Q2,107.5,1.1,107.3,0.9,95.4,1.5,87.5,0.5
2021000709,2021Q3,103.3,-3.9,101.3,-5.6,97.5,2.2,91,4
2021001012,2021Q4,104.6,1.3,102.7,1.4,100.5,3.1,93.7,3
2022000103,2022Q1,105.4,0.8,104,1.3,101.4,0.9,94.4,0.7
2022000406,2022Q2,103.9,-1.4,103.4,-0.6,99.9,-1.5,94.9,0.5
2022000709,2022Q3,107.1,3.1,105.2,1.7,103.4,3.5,97.5,2.7
2022001012,2022Q4,105.3,-1.7,103.7,-1.4,103.1,-0.3,99.3,1.8
,注１：四半期,,,,,,,,
,　西暦４桁と、第１四半期～第４四半期をQ1～Q4の２桁で表記しています。各四半期は、第１四半期は１～３月、第２四半期は４～６月、第３四半期は７～９月、第４四半期は10～12月となります。,,,,,,,,
,　例：2020年第3四半期→2020Q3,,,,,,,,
,注２：前期（末）比は、公表当時における指数値から計算したものです。,,,,,,,,
,接続指数は、基準改定ごとに作成した接続係数を公表当時の指数値に乗じて作成しており、その際に小数点以下の値を四捨五入しています。,,,,,,,,
,そのため、接続指数で計算した前期（末）比と、公表当時の指数値から計算した前期（末）比とは一致しません。,,,,,,,,
