《アジア》  【月別】  （輸入）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIA Monthly Data  (Import),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報道発表品目名,総額,１．食料品,,,,,,魚介類,,肉類,,穀物類,,野菜,,果実,,２．原料品,,,,,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,３．鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,（一般炭）,,４．化学製品,,有機化合物,,医薬品,,５．原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸・繊維製品,,非金属鉱物製品,,木製品等(除家具),,６．一般機械,,原動機,,電算機類(含周辺機器),,電算機類の部分品,,７．電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線・絶縁ケーブル,,音響映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,８．輸送用機器,,自動車,,自動車の部分品,,航空機類,,９．その他,,,,,,科学光学機器,,衣類・同附属品,,家具,,バッグ類,
概況品名,,,,食料品及び動物,,飲料及びたばこ,,魚介類及び同調製品,,肉類及び同調製品,,穀物類及び同調製品,,野菜,,果実,,,,原材料,,動植物性油脂,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,（一般炭）,,化学製品,,有機化合物,,医薬品,,原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸及び繊維製品,,非金属鉱物製品,,木製品及びコルク製品(除家具),,一般機械,,原動機,,(電算機類(含周辺機器)),,(電算機類の部分品),,電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線及び絶縁ケーブル,,音響・映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,輸送用機器,,自動車,,自動車の部分品,,航空機類,,,,雑製品,,特殊取扱品,,科学光学機器,,衣類及び同附属品,,家具,,バッグ類,
概況品コード,'0'〜'9','0'+'1',,'0',,'1',,'007',,'003',,'009',,'01103',,'01101',,'2'+'4',,'2',,'4',,'20701',,'21505',,'21501',,'20307',,'3',,'30301',,'30303',,'3030301',,'3050103',,'3050101',,'30101',,'3010105',,'5',,'50101',,'507',,'6',,'613',,'615',,'617',,'609',,'611',,'605',,'701',,'70101',,'7010505',,'7010507',,'703',,'70311',,'7031103',,'70304',,'70305',,'70301',,'70307',,'7030703',,'70313',,'705',,'70501',,'70503',,'70505',,'8'+'9',,'8',,'9',,'81101',,'807',,'803',,'805',
,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額
Years/Months,(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：KG),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位：KL),(千円),(単位),(千円),(単位：KL),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位：KG),(千円),(単位：KG),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位：KG),(千円)
1988/01,573682213 ,-,85068239 ,-,84472610 ,-,595629 ,75344 ,49643248 ,18200 ,8554498 ,78744 ,1479914 ,-,8710826 ,-,6226413 ,-,85204315 ,-,83215406 ,27411 ,1988909 ,-,29596676 ,344255 ,10829927 ,2602104 ,7956760 ,27592 ,917173 ,-,159114724 ,4527164 ,66039828 ,-,31838927 ,759769 ,10438795 ,2468994 ,58015796 ,52109 ,1018771 ,407757 ,2200226 ,172886 ,853228 ,-,20466829 ,-,4353340 ,421359 ,1530147 ,-,97041130 ,660920 ,29365740 ,43919 ,12016791 ,-,3719541 ,-,26747964 ,-,11718896 ,-,10699536 ,-,10377661 ,521 ,148199 ,87143 ,892222 ,158750 ,1747300 ,-,25645682 ,-,5560119 ,52461014 ,1982046 ,-,-,-,8616984 ,-,5068997 ,242861 ,1048560 ,-,-,45673 ,334051 ,-,1278403 ,87 ,65446 ,-,373154 ,0 ,7007 ,-,89485230 ,-,81076037 ,-,8409193 ,-,1672530 ,-,40217535 ,9563244 ,5710431 ,1836436 ,2626539 
1988/02,559358096 ,-,81992223 ,-,81165836 ,-,826387 ,69174 ,45531974 ,19334 ,9539416 ,97223 ,1893345 ,-,9691288 ,-,6268036 ,-,73088512 ,-,71483126 ,22397 ,1605386 ,-,24672530 ,278350 ,9512684 ,2439556 ,6880653 ,25868 ,927384 ,-,151564510 ,4366004 ,63725383 ,-,27521693 ,518511 ,7024409 ,2419579 ,58000934 ,27578 ,571781 ,319240 ,1692435 ,126115 ,640826 ,-,17956763 ,-,3948758 ,336831 ,894792 ,-,93320448 ,566811 ,29116415 ,43273 ,12119704 ,-,4278117 ,-,21847237 ,-,15588481 ,-,7352345 ,-,10896599 ,449 ,158566 ,21996 ,450986 ,244020 ,1996899 ,-,24789522 ,-,4983328 ,42791214 ,1705290 ,-,-,-,8786888 ,-,4863402 ,226416 ,941442 ,-,-,59338 ,410232 ,-,2138331 ,412 ,419239 ,-,548087 ,0 ,17709 ,-,103611188 ,-,95246035 ,-,8365153 ,-,1964268 ,-,47157545 ,11360925 ,6986342 ,2582535 ,3840242 
1988/03,564335869 ,-,89016027 ,-,88054440 ,-,961587 ,75558 ,51032565 ,13769 ,6479149 ,149367 ,2593685 ,-,10077393 ,-,8520319 ,-,79679687 ,-,77310623 ,31321 ,2369064 ,-,22639017 ,358465 ,10288725 ,2885959 ,8501834 ,24903 ,925388 ,-,160678195 ,4472529 ,65267208 ,-,30799504 ,738686 ,10741290 ,2589390 ,61214380 ,65262 ,1327409 ,376987 ,1990379 ,203770 ,949921 ,-,20298080 ,-,5210296 ,250584 ,1074301 ,-,76153888 ,288460 ,15453061 ,30873 ,9761161 ,-,3848840 ,-,21598098 ,-,17846768 ,-,4813111 ,-,10289351 ,166 ,117649 ,34344 ,684477 ,231000 ,2220045 ,-,27268843 ,-,5212565 ,50573320 ,2039742 ,-,-,-,10087446 ,-,4962376 ,236949 ,1090665 ,-,-,41746 ,320050 ,-,2282608 ,439 ,455363 ,-,616277 ,0 ,8046 ,-,98669190 ,-,90989485 ,-,7679705 ,-,1967565 ,-,46010955 ,11871625 ,6687135 ,1997546 ,2946537 
1988/04,646933642 ,-,97528691 ,-,95581725 ,-,1946966 ,76034 ,57124218 ,10939 ,4330759 ,155512 ,2833787 ,-,11270912 ,-,10573040 ,-,81961533 ,-,79596971 ,30922 ,2364562 ,-,28783125 ,454783 ,8421504 ,3032284 ,8731095 ,17037 ,649193 ,-,142449760 ,4461592 ,62422724 ,-,31018216 ,909626 ,13452175 ,2113558 ,46537240 ,23815 ,474524 ,370770 ,1970933 ,155781 ,715488 ,-,22927817 ,-,4384941 ,391728 ,890104 ,-,120165686 ,589193 ,30546420 ,72321 ,20064179 ,-,5407728 ,-,28994518 ,-,19348611 ,-,11907613 ,-,11326377 ,159 ,156518 ,61034 ,679254 ,244324 ,2058811 ,-,28793325 ,-,6225467 ,61426180 ,2343023 ,-,-,-,10034353 ,-,4545913 ,289345 ,1087882 ,-,-,58316 ,412804 ,-,2740874 ,468 ,475246 ,-,589057 ,0 ,880 ,-,139039579 ,-,124859087 ,-,14180492 ,-,2208415 ,-,57895380 ,18708037 ,10297445 ,3454746 ,5139579 
1988/05,592237604 ,-,96135764 ,-,94660342 ,-,1475422 ,74947 ,53488303 ,17385 ,8407419 ,143732 ,2667160 ,-,9686189 ,-,10803864 ,-,87837945 ,-,85681072 ,31709 ,2156873 ,-,30850313 ,298279 ,10933575 ,2773381 ,8663119 ,21399 ,767186 ,-,124460795 ,3636553 ,48889829 ,-,25961899 ,547794 ,8390710 ,2117725 ,46473989 ,24579 ,492566 ,493072 ,2527249 ,269271 ,1213914 ,-,22134643 ,-,4601894 ,459426 ,1108210 ,-,101015859 ,523427 ,25627476 ,47237 ,14989351 ,-,5036773 ,-,25374285 ,-,17504635 ,-,9356955 ,-,12922227 ,191 ,131842 ,51713 ,686927 ,367061 ,2532736 ,-,30186096 ,-,5502761 ,54791977 ,2223163 ,-,-,-,10282503 ,-,5151682 ,391640 ,1376832 ,-,-,46267 ,331197 ,-,2237342 ,49 ,26102 ,-,621687 ,0 ,1895 ,-,115306933 ,-,93416568 ,-,21890365 ,-,2180336 ,-,38870933 ,17140995 ,9448432 ,2371871 ,3507865 
1988/06,593976919 ,-,101061185 ,-,99647535 ,-,1413650 ,76908 ,55862060 ,24497 ,11454977 ,112005 ,2278725 ,-,9835970 ,-,11127401 ,-,87607662 ,-,85381927 ,31710 ,2225735 ,-,32261921 ,341270 ,12375942 ,1945667 ,6493677 ,18625 ,692723 ,-,131357265 ,4026461 ,54726988 ,-,31441372 ,703261 ,11771538 ,2026085 ,43128126 ,631 ,15614 ,347729 ,2026491 ,115325 ,598238 ,-,22628567 ,-,4970926 ,361722 ,879303 ,-,97553360 ,411065 ,21326792 ,47723 ,15932836 ,-,4791250 ,-,25869711 ,-,18134909 ,-,8436302 ,-,13178960 ,174 ,151794 ,67683 ,819062 ,285527 ,2443014 ,-,31259025 ,-,6013166 ,59959288 ,2650486 ,-,-,-,11227586 ,-,5208452 ,265181 ,975101 ,-,-,64337 ,439854 ,-,2380442 ,66 ,17350 ,-,528694 ,0 ,7709 ,-,106950453 ,-,88842628 ,-,18107825 ,-,2095012 ,-,39464845 ,13119751 ,7938627 ,2512116 ,3655076 
