《ASEAN》  【月別】  （輸入）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASEAN Monthly Data  (Import),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報道発表品目名,総額,１．食料品,,,,,,魚介類,,肉類,,穀物類,,野菜,,果実,,２．原料品,,,,,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,３．鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,（一般炭）,,４．化学製品,,有機化合物,,医薬品,,５．原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸・繊維製品,,非金属鉱物製品,,木製品等(除家具),,６．一般機械,,原動機,,電算機類(含周辺機器),,電算機類の部分品,,７．電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線・絶縁ケーブル,,音響映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,８．輸送用機器,,自動車,,自動車の部分品,,航空機類,,９．その他,,,,,,科学光学機器,,衣類・同附属品,,家具,,バッグ類,
概況品名,,,,食料品及び動物,,飲料及びたばこ,,魚介類及び同調製品,,肉類及び同調製品,,穀物類及び同調製品,,野菜,,果実,,,,原材料,,動植物性油脂,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,（一般炭）,,化学製品,,有機化合物,,医薬品,,原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸及び繊維製品,,非金属鉱物製品,,木製品及びコルク製品(除家具),,一般機械,,原動機,,(電算機類(含周辺機器)),,(電算機類の部分品),,電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線及び絶縁ケーブル,,音響・映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,輸送用機器,,自動車,,自動車の部分品,,航空機類,,,,雑製品,,特殊取扱品,,科学光学機器,,衣類及び同附属品,,家具,,バッグ類,
概況品コード,'0'〜'9','0'+'1',,'0',,'1',,'007',,'003',,'009',,'01103',,'01101',,'2'+'4',,'2',,'4',,'20701',,'21505',,'21501',,'20307',,'3',,'30301',,'30303',,'3030301',,'3050103',,'3050101',,'30101',,'3010105',,'5',,'50101',,'507',,'6',,'613',,'615',,'617',,'609',,'611',,'605',,'701',,'70101',,'7010505',,'7010507',,'703',,'70311',,'7031103',,'70304',,'70305',,'70301',,'70307',,'7030703',,'70313',,'705',,'70501',,'70503',,'70505',,'8'+'9',,'8',,'9',,'81101',,'807',,'803',,'805',
,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額
Years/Months,(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：KG),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位：KL),(千円),(単位),(千円),(単位：KL),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位：KG),(千円),(単位：KG),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位：KG),(千円)
1988/01,246597198 ,-,21993151 ,-,21878501 ,-,114650 ,14975 ,11502502 ,7344 ,1869433 ,2814 ,193832 ,-,375650 ,-,2909928 ,-,53974342 ,-,52339558 ,25367 ,1634784 ,-,26593929 ,321584 ,10276882 ,537505 ,2443871 ,-,-,-,130442710 ,3232447 ,48055772 ,-,23140017 ,485723 ,6703456 ,2468994 ,58015796 ,52109 ,1018771 ,36659 ,212354 ,20598 ,115435 ,-,5422956 ,-,1223625 ,31620 ,351589 ,-,19629025 ,55080 ,2435748 ,15356 ,5198144 ,-,230511 ,-,880392 ,-,1962441 ,-,8574667 ,-,3104594 ,35 ,33142 ,8467 ,277029 ,34394 ,326597 ,-,4195711 ,-,1109862 ,20593300 ,445553 ,-,-,-,1386632 ,-,600349 ,19173 ,207811 ,-,-,16449 ,161716 ,-,157182 ,2 ,747 ,-,98307 ,0 ,1278 ,-,7677527 ,-,4633062 ,-,3044465 ,-,176065 ,-,980653 ,2709442 ,1007348 ,17230 ,34947 
1988/02,228184748 ,-,22615011 ,-,22349212 ,-,265799 ,13599 ,12051422 ,7385 ,1827549 ,8946 ,391444 ,-,607525 ,-,3821771 ,-,45433946 ,-,44048678 ,20853 ,1385268 ,-,21870186 ,260423 ,9200179 ,369070 ,1645865 ,-,-,-,121990914 ,2870454 ,42534743 ,-,20731330 ,368163 ,4966728 ,2419579 ,58000934 ,27578 ,571781 ,24819 ,152126 ,-,-,-,5371775 ,-,1802751 ,15923 ,279144 ,-,16808519 ,34400 ,1638956 ,20215 ,6460914 ,-,200479 ,-,837010 ,-,2276660 ,-,5050187 ,-,3269203 ,22 ,25617 ,6759 ,165592 ,43549 ,386795 ,-,4288175 ,-,1024718 ,18014662 ,403750 ,-,-,-,1534243 ,-,599814 ,13794 ,100401 ,-,-,20102 ,212393 ,-,149226 ,1 ,1376 ,-,88005 ,0 ,17709 ,-,8257979 ,-,4793816 ,-,3464163 ,-,174521 ,-,1089470 ,2717148 ,1000694 ,25845 ,57745 
1988/03,240499730 ,-,25892351 ,-,25523301 ,-,369050 ,15669 ,12580836 ,5855 ,1504385 ,3106 ,236154 ,-,747871 ,-,5573534 ,-,47200280 ,-,45027556 ,29881 ,2172724 ,-,19709368 ,340509 ,10064970 ,354461 ,1642903 ,-,-,-,128666216 ,2970496 ,43981070 ,-,21946243 ,483988 ,7156675 ,2589390 ,61214380 ,65262 ,1327409 ,29392 ,197114 ,-,-,-,6375944 ,-,1729408 ,24099 ,512161 ,-,15238402 ,34302 ,1648568 ,12904 ,5445725 ,-,219875 ,-,940515 ,-,2895765 ,-,3704023 ,-,2849324 ,28 ,36603 ,7510 ,285760 ,56018 ,544647 ,-,4749093 ,-,982105 ,17635175 ,412779 ,-,-,-,2012177 ,-,609179 ,12196 ,79533 ,-,-,18806 ,210600 ,-,214756 ,7 ,8017 ,-,137156 ,0 ,7586 ,-,9313364 ,-,6095204 ,-,3218160 ,-,183624 ,-,1769124 ,3271767 ,1157965 ,20809 ,55382 
1988/04,249917307 ,-,31206219 ,-,30085527 ,-,1120692 ,16767 ,15331102 ,5536 ,1430471 ,3381 ,254518 ,-,865778 ,-,7304099 ,-,48464759 ,-,46345554 ,29204 ,2119205 ,-,24966222 ,352059 ,7515824 ,339016 ,1550587 ,-,-,-,115336452 ,3213057 ,45670826 ,-,22415110 ,656159 ,9900275 ,2113558 ,46537240 ,23815 ,474524 ,41760 ,238752 ,16808 ,91570 ,-,6690675 ,-,1343523 ,8902 ,165686 ,-,26534406 ,68990 ,3097519 ,30413 ,10079214 ,-,258484 ,-,1498814 ,-,2837905 ,-,8387068 ,-,3385036 ,42 ,91153 ,37942 ,460476 ,59427 ,420672 ,-,4480444 ,-,1066902 ,21759807 ,478145 ,-,-,-,1607355 ,-,556630 ,25592 ,121107 ,-,-,16870 ,172156 ,-,232529 ,2 ,1540 ,-,91932 ,0 ,880 ,-,13586787 ,-,8652872 ,-,4933915 ,-,147117 ,-,2763851 ,3278276 ,1251905 ,32193 ,78818 
1988/05,224331524 ,-,28959998 ,-,28493066 ,-,466932 ,18422 ,15247259 ,5329 ,1405160 ,2993 ,212909 ,-,722002 ,-,6686154 ,-,52500059 ,-,50493622 ,30594 ,2006437 ,-,26111724 ,276218 ,10416113 ,512409 ,2435501 ,-,-,-,97474434 ,2403255 ,32231063 ,-,18138298 ,341908 ,5336671 ,2117725 ,46473989 ,24579 ,492566 ,20318 ,138518 ,4503 ,28224 ,-,7136073 ,-,1521770 ,14180 ,201935 ,-,19316677 ,49313 ,1716015 ,16062 ,6270556 ,-,330884 ,-,978061 ,-,2904357 ,-,6694290 ,-,2877088 ,37 ,43390 ,33156 ,383947 ,76395 ,526388 ,-,4197116 ,-,1047324 ,20906968 ,503618 ,-,-,-,1362318 ,-,546950 ,9986 ,78024 ,-,-,21682 ,197667 ,-,171652 ,5 ,11991 ,-,124582 ,0 ,1895 ,-,11698427 ,-,6811002 ,-,4887425 ,-,159529 ,-,1746283 ,3419510 ,1342234 ,18912 ,58263 
1988/06,233113177 ,-,28694755 ,-,28208966 ,-,485789 ,19121 ,14198797 ,8471 ,2335279 ,3019 ,244135 ,-,689618 ,-,6322529 ,-,56142972 ,-,54099946 ,30217 ,2043026 ,-,27963953 ,314628 ,11930154 ,465718 ,2206207 ,-,-,-,99995213 ,2550138 ,35057502 ,-,21656376 ,526400 ,8963074 ,2026085 ,43128126 ,631 ,15614 ,21285 ,137595 ,11135 ,66913 ,-,6589981 ,-,1215922 ,14272 ,208798 ,-,21052979 ,31355 ,1686086 ,22921 ,8918527 ,-,287851 ,-,952166 ,-,3006783 ,-,5734795 ,-,3433871 ,24 ,32793 ,32066 ,456030 ,52872 ,544622 ,-,4709154 ,-,1217220 ,23801403 ,535518 ,-,-,-,1634744 ,-,613744 ,10167 ,60795 ,-,-,25485 ,221481 ,-,275167 ,1 ,1869 ,-,87592 ,0 ,7462 ,-,12219085 ,-,6066645 ,-,6152440 ,-,187895 ,-,1402422 ,3250003 ,1281644 ,31416 ,79330 
