《世界》  【月別】  （輸入）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD Monthly Data  (Import),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報道発表品目名,総額,１．食料品,,,,,,魚介類,,肉類,,穀物類,,野菜,,果実,,２．原料品,,,,,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,３．鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,(一般炭),,４．化学製品,,有機化合物,,医薬品,,５．原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸・繊維製品,,非金属鉱物製品,,木製品等(除家具),,６．一般機械,,原動機,,電算機類(含周辺機器),,電算機類の部分品,,７．電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線・絶縁ケーブル,,音響映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,８．輸送用機器,,自動車,,自動車の部分品,,航空機類,,９．その他,,,,,,科学光学機器,,衣類・同附属品,,家具,,バッグ類,
1993/04,2349806884 ,-,387246767 ,-,357216186 ,-,30030581 ,240870 ,139925934 ,154828 ,74814864 ,2435367 ,42729894 ,-,24548742 ,-,26417137 ,-,278710108 ,-,273546911 ,61377 ,5163197 ,-,112331731 ,1178479 ,32211739 ,9657153 ,29975590 ,481868 ,14849301 ,-,493175051 ,21976651 ,293972095 ,-,50553975 ,1690819 ,25141207 ,3006575 ,64943391 ,1341029 ,26618346 ,9349833 ,56379616 ,3117095 ,16703271 ,-,163984137 ,-,44861672 ,2565845 ,37225371 ,-,314354633 ,952234 ,46764321 ,429073 ,97194086 ,-,20410051 ,-,42895190 ,-,40801456 ,-,41949683 ,-,135940944 ,5204 ,17806411 ,505714 ,31946878 ,825267 ,23033805 ,-,146113552 ,-,45079840 ,266246185 ,35183074 ,-,-,-,25792920 ,-,12320274 ,615681 ,8496297 ,-,-,470519 ,13806340 ,-,93378725 ,18048 ,47577629 ,-,9106692 ,202 ,29092475 ,-,336902967 ,-,292579756 ,-,44323211 ,-,21633255 ,-,103133230 ,32739294 ,17543610 ,6294854 ,19568412 
1993/05,2124148119 ,-,355620430 ,-,323424453 ,-,32195977 ,200916 ,121541176 ,138396 ,65279178 ,2462556 ,43008194 ,-,19087150 ,-,31463278 ,-,257149199 ,-,252414243 ,65365 ,4734956 ,-,108358348 ,888958 ,23143415 ,9469969 ,28134065 ,350976 ,10718642 ,-,422981735 ,18181944 ,239374980 ,-,58237085 ,1890145 ,27343887 ,2382395 ,48882331 ,1252399 ,25094219 ,8847184 ,50848627 ,2603627 ,12876174 ,-,171953641 ,-,42665952 ,2621958 ,36902105 ,-,258017789 ,785071 ,38169010 ,283279 ,61581855 ,-,18387390 ,-,35978490 ,-,40431304 ,-,40620751 ,-,122790669 ,4592 ,13354667 ,568055 ,28525005 ,984922 ,22030111 ,-,150774762 ,-,47060244 ,306944676 ,37425044 ,-,-,-,25501204 ,-,13649096 ,742890 ,8044227 ,-,-,647319 ,15271491 ,-,110354384 ,18047 ,47215959 ,-,9779113 ,532 ,46150259 ,-,274505510 ,-,228668978 ,-,45836532 ,-,22268290 ,-,70439538 ,32157890 ,16619598 ,4668940 ,14885272 
1993/06,2224456750 ,-,383092596 ,-,343023708 ,-,40068888 ,234917 ,140514924 ,146428 ,66964008 ,2553347 ,43111430 ,-,19260181 ,-,27975780 ,-,264276430 ,-,259880193 ,62566 ,4396237 ,-,113562174 ,905034 ,23840166 ,9787559 ,27789165 ,528620 ,15434103 ,-,437750504 ,17972000 ,228091757 ,-,60618540 ,1879956 ,26501807 ,3313215 ,65415159 ,1324614 ,26291346 ,10091931 ,56782047 ,3417087 ,16853661 ,-,166134863 ,-,47935534 ,2445706 ,35279703 ,-,255889012 ,579292 ,31506899 ,270267 ,60514475 ,-,18846055 ,-,38164603 ,-,42547479 ,-,40767900 ,-,142674362 ,5007 ,14510053 ,748840 ,39381977 ,937811 ,23522698 ,-,166504642 ,-,47739321 ,307106912 ,37890162 ,-,-,-,25272592 ,-,15413410 ,851079 ,15715278 ,-,-,581946 ,17201181 ,-,116899275 ,19062 ,49066771 ,-,9396524 ,634 ,52656335 ,-,291235066 ,-,243653712 ,-,47581354 ,-,24348562 ,-,75123906 ,30932933 ,16294209 ,4799829 ,15843924 
1993/07,2207051486 ,-,384394768 ,-,344008164 ,-,40386604 ,225454 ,146807089 ,154100 ,69260341 ,2297686 ,38628685 ,-,18881942 ,-,26179591 ,-,260343839 ,-,255318373 ,65698 ,5025466 ,-,107378830 ,1148094 ,24789347 ,8834814 ,24769939 ,384376 ,11322834 ,-,441192886 ,20372483 ,251605375 ,-,43886549 ,1866372 ,25741268 ,3261747 ,64664247 ,1213327 ,22861251 ,10513311 ,57769682 ,3274020 ,15616330 ,-,170463442 ,-,41098568 ,2784818 ,40024790 ,-,262482000 ,791157 ,37447682 ,279025 ,58272045 ,-,17824560 ,-,36908126 ,-,44473408 ,-,42405608 ,-,131424164 ,4272 ,17876505 ,675975 ,29793450 ,997597 ,23565506 ,-,157066159 ,-,47386324 ,315458955 ,36953543 ,-,-,-,27687169 ,-,13981760 ,868198 ,9462869 ,-,-,534625 ,16802134 ,-,77315767 ,16677 ,46551471 ,-,9620978 ,241 ,14496069 ,-,322368461 ,-,283746510 ,-,38621951 ,-,25043383 ,-,112340194 ,27348707 ,15964347 ,5100717 ,17331125 
1993/08,2147567439 ,-,353436154 ,-,318725315 ,-,34710839 ,216008 ,129782188 ,144511 ,62705248 ,2464775 ,39900400 ,-,21096966 ,-,21817731 ,-,245140795 ,-,240805669 ,59149 ,4335126 ,-,87137916 ,1269790 ,31060916 ,10641647 ,28718047 ,437981 ,12574168 ,-,414718464 ,20266183 ,229743249 ,-,41447842 ,1886522 ,24590910 ,3615345 ,68821639 ,1252206 ,22413661 ,9549253 ,51406614 ,3308135 ,15826728 ,-,162151676 ,-,45804735 ,2421620 ,35949067 ,-,247764077 ,796227 ,38059432 ,259806 ,56392984 ,-,16722593 ,-,35194538 ,-,35030450 ,-,44042972 ,-,130511400 ,4623 ,14707899 ,616499 ,34034802 ,1149664 ,23276348 ,-,156808189 ,-,50398061 ,344497140 ,40716643 ,-,-,-,25678937 ,-,13970730 ,853776 ,10540811 ,-,-,616363 ,16765459 ,-,73757691 ,17233 ,42542884 ,-,9448546 ,221 ,13060789 ,-,363278993 ,-,321264432 ,-,42014561 ,-,25879028 ,-,152491610 ,28282106 ,16078007 ,5626958 ,18399597 
1993/09,2173181801 ,-,340877001 ,-,308164321 ,-,32712680 ,215338 ,116697468 ,143101 ,61604938 ,2401668 ,38859958 ,-,24870518 ,-,22358619 ,-,224132387 ,-,219499771 ,66749 ,4632616 ,-,82057890 ,1129728 ,24483551 ,9221001 ,25911483 ,292934 ,8656907 ,-,405565703 ,21014019 ,232058544 ,-,39633606 ,2023155 ,24683839 ,3326528 ,62595193 ,1290161 ,21471854 ,9179521 ,49078282 ,3114146 ,14831732 ,-,148072464 ,-,42997048 ,2453294 ,31348261 ,-,254826155 ,759740 ,36656338 ,280091 ,56841635 ,-,18631710 ,-,33274918 ,-,42979772 ,-,42386966 ,-,139649711 ,4847 ,15009593 ,603767 ,43655458 ,1033649 ,23560897 ,-,161475978 ,-,52088972 ,311880647 ,42074645 ,-,-,-,26754686 ,-,13518263 ,951894 ,12042447 ,-,-,580662 ,16779142 ,-,78376471 ,11790 ,31653751 ,-,9514926 ,391 ,30783663 ,-,420205931 ,-,364290567 ,-,55915364 ,-,24746066 ,-,183145044 ,30024256 ,17464129 ,5872006 ,16914438 
1993/10,2161844659 ,-,382101587 ,-,340756688 ,-,41344899 ,259958 ,132448061 ,153711 ,66692721 ,2383405 ,40454376 ,-,23424969 ,-,30532447 ,-,239506839 ,-,234558175 ,74255 ,4948664 ,-,89039066 ,993803 ,24759856 ,9210265 ,25081830 ,467013 ,14308647 ,-,372347110 ,19870691 ,218903902 ,-,30797104 ,1764482 ,19991644 ,3040999 ,56743986 ,1077179 ,18263158 ,8685703 ,46966154 ,2715377 ,13093824 ,-,160719085 ,-,46300097 ,2234050 ,34058421 ,-,249491489 ,752660 ,36633086 ,269781 ,53266981 ,-,19380434 ,-,35961242 ,-,37080261 ,-,44843542 ,-,135958902 ,9257 ,17995743 ,702738 ,35919712 ,954744 ,22484031 ,-,166535610 ,-,53072356 ,382805590 ,43237835 ,-,-,-,27805090 ,-,13023077 ,1079948 ,15400182 ,-,-,624221 ,17240879 ,-,62254240 ,14869 ,42084646 ,-,9607798 ,110 ,4457329 ,-,392929797 ,-,344014800 ,-,48914997 ,-,24104020 ,-,163104776 ,31900108 ,17867251 ,5443681 ,17069204 
1993/11,2265071063 ,-,389148587 ,-,349399441 ,-,39749146 ,244346 ,134652332 ,152327 ,68147897 ,2397736 ,42239846 ,-,26004648 ,-,27408964 ,-,234665998 ,-,230152295 ,66571 ,4513703 ,-,86235990 ,850609 ,23372811 ,10146197 ,28442762 ,352098 ,10801260 ,-,411880219 ,21082003 ,239509181 ,-,33885483 ,1687945 ,19965892 ,3443883 ,64663706 ,1217565 ,20597320 ,9523343 ,52129161 ,2756943 ,13414973 ,-,165495359 ,-,50885688 ,2423086 ,37445335 ,-,268043664 ,809618 ,38060886 ,253993 ,54979253 ,-,19378491 ,-,38758210 ,-,46250507 ,-,47418926 ,-,139278581 ,5206 ,14308575 ,808479 ,39285742 ,994328 ,24236587 ,-,189714602 ,-,60905001 ,355581349 ,50300099 ,-,-,-,34722049 ,-,14886048 ,1074864 ,16157082 ,-,-,576999 ,18739064 ,-,112098808 ,26812 ,78654890 ,-,10467966 ,236 ,17213389 ,-,354745245 ,-,312464703 ,-,42280542 ,-,28306635 ,-,122413785 ,35239645 ,18834308 ,5826227 ,19625492 
1993/12,2148203868 ,-,376481427 ,-,338990650 ,-,37490777 ,244406 ,132387356 ,139678 ,63742203 ,2581970 ,47477924 ,-,25887469 ,-,21450881 ,-,222512217 ,-,217840993 ,69696 ,4671224 ,-,76319441 ,1064274 ,25102042 ,9584256 ,27120930 ,488356 ,14847389 ,-,439078831 ,23445284 ,259214728 ,-,34935371 ,1796926 ,20848552 ,3541188 ,64455317 ,1409057 ,24390073 ,10079121 ,55493731 ,3326309 ,16122925 ,-,152175165 ,-,44310829 ,2431184 ,32175762 ,-,233417136 ,719930 ,35060349 ,218730 ,47775591 ,-,17839929 ,-,35990750 ,-,34598678 ,-,39874058 ,-,149264631 ,6236 ,17536688 ,789229 ,52148219 ,1000533 ,20850492 ,-,170568981 ,-,50113675 ,314636205 ,39485099 ,-,-,-,34556478 ,-,12858149 ,939895 ,12439695 ,-,-,654288 ,18531343 ,-,98944503 ,22262 ,57824723 ,-,7988693 ,320 ,27143767 ,-,305760977 ,-,268439834 ,-,37321143 ,-,25623786 ,-,96558537 ,34823820 ,19008636 ,5288809 ,18641293 
1994/01,2228338869 ,-,337671834 ,-,304251107 ,-,33420727 ,190747 ,104430827 ,120167 ,54259520 ,2393811 ,49279152 ,-,26278204 ,-,19507285 ,-,256066902 ,-,251850794 ,53458 ,4216108 ,-,84013266 ,1212079 ,38151684 ,8882681 ,24327666 ,483060 ,16286923 ,-,412005112 ,22424630 ,229782696 ,-,47255387 ,2367134 ,26020369 ,3653212 ,66008918 ,1044184 ,17837209 ,9044970 ,50422416 ,3227289 ,16389146 ,-,164983201 ,-,46526369 ,3229529 ,35707958 ,-,261072192 ,770468 ,37820604 ,236769 ,53090201 ,-,20170672 ,-,39520392 ,-,40595741 ,-,45047441 ,-,147452111 ,5781 ,18169532 ,793972 ,40985729 ,942090 ,25714589 ,-,192238289 ,-,60551434 ,343924093 ,49302265 ,-,-,-,32348615 ,-,16743980 ,1130340 ,13418607 ,-,-,683990 ,18853393 ,-,108634783 ,23408 ,58293657 ,-,10047996 ,384 ,32958907 ,-,348214445 ,-,288608289 ,-,59606156 ,-,29939747 ,-,112574152 ,40749513 ,22036994 ,5985513 ,17264914 
1994/02,2041913309 ,-,315618754 ,-,284020927 ,-,31597827 ,169450 ,92629550 ,108222 ,49889521 ,2489649 ,55735232 ,-,25445448 ,-,20115801 ,-,213334848 ,-,209820779 ,46372 ,3514069 ,-,73942276 ,870993 ,23376300 ,8810758 ,25428803 ,384499 ,13200151 ,-,381260656 ,21432918 ,218440422 ,-,32485833 ,1653613 ,17427627 ,3400129 ,60276549 ,1296056 ,20541330 ,8690409 ,48700997 ,3108119 ,14849239 ,-,153316305 ,-,43312251 ,1892635 ,32441441 ,-,229712698 ,528103 ,26115891 ,214957 ,48652945 ,-,18509429 ,-,35494366 ,-,41417945 ,-,39975276 ,-,145627886 ,5820 ,18784691 ,702508 ,44445594 ,960266 ,26958798 ,-,174460587 ,-,53360553 ,303735409 ,43497211 ,-,-,-,30391880 ,-,12777749 ,959880 ,13770483 ,-,-,689714 ,19581083 ,-,95806155 ,14178 ,34416418 ,-,7663089 ,457 ,46326234 ,-,332775420 ,-,283415799 ,-,49359621 ,-,27647819 ,-,113821293 ,38353005 ,19798646 ,5914322 ,20878357 
1994/03,2378333198 ,-,431007144 ,-,380179107 ,-,50828037 ,228815 ,134729649 ,149074 ,66951340 ,3027601 ,75127652 ,-,29506869 ,-,26220485 ,-,240921705 ,-,235420863 ,72856 ,5500842 ,-,80010150 ,946426 ,30658551 ,9060283 ,24152010 ,446339 ,14726082 ,-,433375583 ,25153950 ,247360421 ,-,43158879 ,1786785 ,17894813 ,4090672 ,69919925 ,1596215 ,25971835 ,8771330 ,46005335 ,3373247 ,15681268 ,-,169311246 ,-,47093680 ,2643907 ,35014591 ,-,252999933 ,610601 ,30301671 ,247331 ,53582415 ,-,21179475 ,-,39614901 ,-,45656355 ,-,36772366 ,-,182177256 ,6805 ,18047715 ,870191 ,65437532 ,1308641 ,30540643 ,-,200103822 ,-,59945300 ,312230241 ,49343685 ,-,-,-,32985844 ,-,13857765 ,1079452 ,15130742 ,-,-,925267 ,26187644 ,-,109938251 ,29871 ,70499051 ,-,10045100 ,291 ,19511371 ,-,358498258 ,-,315285341 ,-,43212917 ,-,34226163 ,-,114505671 ,48854759 ,23959562 ,6448688 ,21157013 
1994/04,2280632270 ,-,412201164 ,-,379189049 ,-,33012115 ,257842 ,145702027 ,151784 ,70197477 ,2452043 ,60153124 ,-,27400782 ,-,29623344 ,-,233192618 ,-,227250308 ,79291 ,5942310 ,-,81778852 ,966173 ,25570114 ,9205034 ,23781584 ,299129 ,9822619 ,-,374989021 ,22190016 ,212415470 ,-,38272030 ,1755753 ,17323845 ,2906577 ,48184660 ,1356987 ,24519740 ,9679165 ,50819870 ,3345144 ,15364089 ,-,166292783 ,-,48410615 ,2582818 ,36444471 ,-,292394551 ,766967 ,39100256 ,368729 ,77581731 ,-,20420829 ,-,50421610 ,-,40842908 ,-,41878938 ,-,133491847 ,5218 ,13091571 ,929987 ,35404641 ,1193908 ,24280505 ,-,172507266 ,-,54576923 ,315947002 ,45242642 ,-,-,-,30188749 ,-,13970893 ,998687 ,14495694 ,-,-,703452 ,15951347 ,-,137500677 ,23197 ,53343447 ,-,8405471 ,759 ,63403930 ,-,358062343 ,-,312528068 ,-,45534275 ,-,25884912 ,-,111860310 ,45597883 ,22048556 ,8525233 ,22149333 
1994/05,2226359910 ,-,411223928 ,-,371958384 ,-,39265544 ,226754 ,130937278 ,154913 ,68169511 ,3019100 ,70625324 ,-,22625509 ,-,32766719 ,-,261104185 ,-,255599746 ,78760 ,5504439 ,-,93488701 ,1234306 ,32527409 ,10201453 ,26351007 ,354462 ,11225224 ,-,356164678 ,19018121 ,189839764 ,-,42141817 ,2016054 ,21335684 ,3055202 ,49826520 ,1280856 ,23029100 ,10085747 ,50547861 ,2858432 ,12629054 ,-,168307754 ,-,47449094 ,2578307 ,36138666 ,-,276351195 ,719040 ,35284070 ,263307 ,57449948 ,-,20973613 ,-,49154378 ,-,46018430 ,-,42337172 ,-,149675067 ,5329 ,16247448 ,1073704 ,43033695 ,1400371 ,26243484 ,-,194121084 ,-,60887691 ,356183240 ,50428315 ,-,-,-,36052979 ,-,15998988 ,1406520 ,17748089 ,-,-,750879 ,17852639 ,-,86513356 ,23363 ,53225527 ,-,9549746 ,236 ,16244280 ,-,322898663 ,-,266430761 ,-,56467902 ,-,27442318 ,-,83297457 ,45479868 ,21947653 ,6524447 ,19590367 
1994/06,2334820673 ,-,436388867 ,-,390487842 ,-,45901025 ,242245 ,141824014 ,154101 ,65856915 ,3063171 ,77167207 ,-,22360671 ,-,34616913 ,-,258660760 ,-,252444501 ,81480 ,6216259 ,-,93611701 ,713827 ,30304998 ,10046800 ,26568518 ,426870 ,13323155 ,-,366381855 ,18910443 ,202488030 ,-,38773884 ,2040596 ,23411631 ,3241590 ,54113929 ,1276462 ,22442618 ,9487595 ,47863097 ,3128350 ,14285209 ,-,173577237 ,-,47445066 ,2843983 ,35126933 ,-,288079528 ,658380 ,32811778 ,327087 ,72291630 ,-,21768420 ,-,49979869 ,-,44948424 ,-,40613906 ,-,155062487 ,5310 ,13152350 ,1334267 ,50684989 ,1476461 ,25974917 ,-,202131366 ,-,61183808 ,334464486 ,50494735 ,-,-,-,39001543 ,-,15587888 ,1368686 ,18278228 ,-,-,678933 ,20286987 ,-,125106201 ,26060 ,59068831 ,-,9839649 ,554 ,49036464 ,-,329432372 ,-,276223458 ,-,53208914 ,-,31023139 ,-,85470843 ,41813085 ,20956980 ,6094269 ,19241258 
1994/07,2213499422 ,-,395506894 ,-,353774231 ,-,41732663 ,220984 ,142059611 ,152275 ,64355687 ,2594716 ,59622402 ,-,19825490 ,-,22701514 ,-,226178413 ,-,221691594 ,59255 ,4486819 ,-,79537362 ,954049 ,25631559 ,8998507 ,21432069 ,411884 ,12261276 ,-,378214221 ,19835338 ,213001290 ,-,45184723 ,2166502 ,24775949 ,3476321 ,56201325 ,1128365 ,18216252 ,9422797 ,45047830 ,3502505 ,15227447 ,-,171601045 ,-,47171674 ,2950280 ,38843309 ,-,264518141 ,537656 ,27645699 ,285823 ,65716782 ,-,19335803 ,-,44403819 ,-,43789639 ,-,38782232 ,-,138726426 ,5852 ,12930165 ,1314581 ,38151431 ,1335412 ,29172525 ,-,191091700 ,-,60464567 ,333959989 ,50268288 ,-,-,-,37454991 ,-,15072389 ,1552292 ,15115546 ,-,-,611670 ,17603338 ,-,97913200 ,23307 ,52078529 ,-,9115953 ,384 ,30678585 ,-,349749382 ,-,293719451 ,-,56029931 ,-,30051181 ,-,115145589 ,38126559 ,19644520 ,6658885 ,18986873 
1994/08,2512787936 ,-,417176567 ,-,373014982 ,-,44161585 ,243745 ,153886842 ,165370 ,68856291 ,2623482 ,54271458 ,-,22075936 ,-,21608265 ,-,260448446 ,-,254942677 ,72007 ,5505769 ,-,93990357 ,1061170 ,30471320 ,10352986 ,25906595 ,360472 ,10673249 ,-,455680164 ,23468881 ,268545864 ,-,49267110 ,2170231 ,25551548 ,3994774 ,66688081 ,1157664 ,19149615 ,10604845 ,51191619 ,3919646 ,16954051 ,-,187505161 ,-,52673082 ,3216087 ,38051111 ,-,278439998 ,709100 ,32864897 ,289119 ,68987686 ,-,20394631 ,-,44192272 ,-,43531794 ,-,42296422 ,-,148168527 ,5334 ,13794455 ,1290414 ,42487956 ,1327503 ,27815366 ,-,202404012 ,-,66042158 ,346702888 ,55265843 ,-,-,-,34471865 ,-,16417885 ,1606031 ,16263469 ,-,-,733970 ,19720524 ,-,127056453 ,28684 ,62738924 ,-,10083718 ,535 ,46269752 ,-,435908608 ,-,376781962 ,-,59126646 ,-,28388087 ,-,178019843 ,41065322 ,22866382 ,7367597 ,21540936 
1994/09,2401458244 ,-,387468549 ,-,345602614 ,-,41865935 ,214777 ,134846960 ,157517 ,66161506 ,2288952 ,40383320 ,-,27594639 ,-,23926981 ,-,232454436 ,-,227197057 ,68430 ,5257379 ,-,75605353 ,1044522 ,31456964 ,9326537 ,23134219 ,376333 ,10659270 ,-,423774005 ,22707971 ,259046467 ,-,42530864 ,2200481 ,26285224 ,3650950 ,61249104 ,1062171 ,17880658 ,8904730 ,42061338 ,3480902 ,14891838 ,-,178465255 ,-,47313739 ,3016760 ,35304577 ,-,278495913 ,744341 ,33564764 ,319952 ,75087372 ,-,19957649 ,-,40290829 ,-,44770745 ,-,40830238 ,-,161004089 ,6835 ,17428756 ,1282526 ,51631069 ,1430610 ,27139102 ,-,202423563 ,-,64859140 ,294919214 ,53983197 ,-,-,-,36203382 ,-,16658206 ,1497747 ,18262326 ,-,-,762794 ,17883809 ,-,82776568 ,21246 ,47926905 ,-,9940027 ,258 ,18341930 ,-,454595866 ,-,402593748 ,-,52002118 ,-,28548640 ,-,204842898 ,41654497 ,22561842 ,7273432 ,17920324 
1994/10,2512406524 ,-,409370584 ,-,367962533 ,-,41408051 ,251585 ,147511954 ,173706 ,73738629 ,2363539 ,37871446 ,-,27039207 ,-,27890280 ,-,254608077 ,-,248452208 ,78792 ,6155869 ,-,86991658 ,985468 ,26606553 ,10249879 ,25313690 ,366766 ,10023897 ,-,398593240 ,21156745 ,232225338 ,-,40038272 ,2285160 ,27184497 ,3344668 ,55697708 ,1056721 ,17682824 ,11208432 ,52047083 ,4055729 ,17381402 ,-,184153446 ,-,54529188 ,3226272 ,39872280 ,-,300078400 ,972519 ,37105150 ,329688 ,78656847 ,-,22425839 ,-,43346339 ,-,50880890 ,-,40056876 ,-,152850173 ,6922 ,16225706 ,1463801 ,42798540 ,1668309 ,30352607 ,-,224659797 ,-,72243915 ,406781922 ,60222551 ,-,-,-,40399826 ,-,18849944 ,1795728 ,16789646 ,-,-,1012731 ,19473602 ,-,127366668 ,31023 ,76069192 ,-,10686318 ,404 ,32346086 ,-,460726139 ,-,400713760 ,-,60012379 ,-,30223417 ,-,188215769 ,42945412 ,22833672 ,7506449 ,21507912 
1994/11,2521965933 ,-,422481123 ,-,377791195 ,-,44689928 ,268390 ,149221518 ,188279 ,79437449 ,2399083 ,37780121 ,-,27751160 ,-,29011839 ,-,241337748 ,-,235081016 ,82196 ,6256732 ,-,78189951 ,974535 ,29443164 ,10209013 ,23927330 ,320353 ,8367509 ,-,433132085 ,24370207 ,259054656 ,-,41060595 ,2252454 ,26971717 ,3584169 ,58731906 ,1221963 ,21058556 ,11106591 ,52355769 ,4052351 ,17470524 ,-,185778251 ,-,58369698 ,3682774 ,37849246 ,-,307212959 ,1082859 ,42996162 ,324074 ,79395935 ,-,22464193 ,-,46218546 ,-,50808035 ,-,38880929 ,-,167062441 ,8002 ,25366658 ,1603954 ,46434267 ,1449260 ,28971898 ,-,229612800 ,-,67731273 ,324077182 ,56378058 ,-,-,-,46321484 ,-,20372498 ,1572013 ,19853254 ,-,-,851179 ,21546204 ,-,114661421 ,34867 ,89827536 ,-,11300286 ,110 ,5079486 ,-,420687105 ,-,359982084 ,-,60705021 ,-,32154213 ,-,136763647 ,48002705 ,24337470 ,7744768 ,22256147 
1994/12,2451811055 ,-,394762199 ,-,352566064 ,-,42196135 ,249428 ,145286203 ,153046 ,65937444 ,2323758 ,36922129 ,-,27019011 ,-,25832839 ,-,248641479 ,-,243192793 ,63784 ,5448686 ,-,77291903 ,1016989 ,28764307 ,10745617 ,26750408 ,501141 ,13174032 ,-,476866855 ,26339367 ,293105499 ,-,48779300 ,2641790 ,32922729 ,3679805 ,62066438 ,1350428 ,25084079 ,10126862 ,47087515 ,4085877 ,17445650 ,-,164939106 ,-,49816014 ,2923806 ,30824390 ,-,285329164 ,981038 ,40288661 ,283153 ,77798747 ,-,20047407 ,-,43476324 ,-,41803216 ,-,37147709 ,-,168523296 ,5932 ,13592032 ,1528394 ,58259108 ,1386141 ,33494876 ,-,214479048 ,-,65529753 ,452304564 ,54838290 ,-,-,-,44177227 ,-,15933734 ,1469069 ,16425393 ,-,-,709566 ,19606622 ,-,130855148 ,34999 ,80350791 ,-,9552468 ,357 ,33289191 ,-,367414760 ,-,313326743 ,-,54088017 ,-,31152045 ,-,108751241 ,46722574 ,22623932 ,6998860 ,20270840 
1995/01,2443974354 ,-,335834727 ,-,307102222 ,-,28732505 ,200520 ,116654389 ,141329 ,58387668 ,2474517 ,39913165 ,-,26288584 ,-,17510172 ,-,264908085 ,-,258837722 ,68557 ,6070363 ,-,82870418 ,1110683 ,39640751 ,10380795 ,25963805 ,405952 ,11110696 ,-,454754045 ,23055572 ,256633545 ,-,47331937 ,2348094 ,29690700 ,4100212 ,71208787 ,1229952 ,25869655 ,10668646 ,52950062 ,3825263 ,16697759 ,-,201786114 ,-,66185952 ,3775001 ,43140824 ,-,313812051 ,944944 ,42308851 ,336951 ,91368223 ,-,22314569 ,-,43384416 ,-,50689003 ,-,40882122 ,-,176382532 ,9407 ,17829685 ,1630722 ,54698650 ,1544337 ,32262631 ,-,231018463 ,-,77203621 ,583499857 ,65206795 ,-,-,-,39962267 ,-,18445691 ,1690327 ,19406748 ,-,-,793274 ,20348691 ,-,112403446 ,36946 ,83322588 ,-,11515610 ,178 ,9614087 ,-,353074891 ,-,305435986 ,-,47638905 ,-,37363218 ,-,113398314 ,50071247 ,23516466 ,7431309 ,20767504 
1995/02,2373411995 ,-,336046089 ,-,299280847 ,-,36765242 ,189055 ,106853569 ,130635 ,56205336 ,2262121 ,38498231 ,-,28056835 ,-,19707706 ,-,252888247 ,-,246254435 ,75035 ,6633812 ,-,78279511 ,799324 ,33613568 ,9815289 ,24214347 ,413499 ,11954568 ,-,440552269 ,22755517 ,255446372 ,-,45215435 ,2241616 ,27524216 ,3624785 ,63184961 ,1327097 ,31725833 ,9319191 ,44145368 ,3701348 ,16171762 ,-,188942439 ,-,59876997 ,2557678 ,38327085 ,-,290847552 ,924573 ,43403475 ,285102 ,82404076 ,-,20798006 ,-,41893041 ,-,40920599 ,-,39126433 ,-,181011444 ,6411 ,18636560 ,1617026 ,62595590 ,1465457 ,30834053 ,-,209979231 ,-,66751439 ,405720614 ,57195573 ,-,-,-,35567706 ,-,14098860 ,1558181 ,18753174 ,-,-,828959 ,20109561 ,-,104703934 ,31215 ,71780603 ,-,8955143 ,207 ,15415439 ,-,368440790 ,-,321729090 ,-,46711700 ,-,34559012 ,-,125555203 ,45497551 ,21306715 ,6968816 ,20231722 
1995/03,2715686031 ,-,402105042 ,-,355143237 ,-,46961805 ,226153 ,133077030 ,150215 ,63492072 ,2756203 ,43979865 ,-,31966270 ,-,26757028 ,-,267832006 ,-,261224484 ,76839 ,6607522 ,-,86606812 ,1035664 ,33718550 ,10024419 ,23581041 ,382373 ,10358650 ,-,477714096 ,25947348 ,286295083 ,-,46116900 ,2340320 ,27372968 ,3715110 ,62790098 ,1304522 ,32545319 ,10622848 ,49130196 ,3948868 ,16377750 ,-,196603259 ,-,61320830 ,3767134 ,39811237 ,-,306154780 ,1032357 ,44964538 ,253631 ,79409040 ,-,25197759 ,-,44998173 ,-,47672509 ,-,39071465 ,-,228202440 ,8422 ,19807144 ,2044596 ,92307661 ,2034670 ,39506262 ,-,253356217 ,-,77374842 ,427949713 ,65839917 ,-,-,-,42122863 ,-,20535948 ,1801615 ,24342910 ,-,-,1138394 ,26767228 ,-,128675691 ,38422 ,89119971 ,-,11351953 ,236 ,14935521 ,-,455042500 ,-,373810012 ,-,81232488 ,-,42572438 ,-,141769325 ,61621018 ,27528193 ,9299851 ,24272257 
