《ASEAN》  【月別】  （輸出）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASEAN Monthly Data  (Export),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報道発表品目名,総額,１．食料品,,,,,,２．原料品,,,,,,３．鉱物性燃料,,４．化学製品,,有機化合物,,医薬品,,プラスチック,,５．原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸・繊維製品,,非金属鉱物製品,,ゴム製品,,紙類・紙製品,,６．一般機械,,原動機,,電算機類(含周辺機器),,電算機類の部分品,,半導体等製造装置,,金属加工機械,,ポンプ・遠心分離機,,建設用・鉱山用機械,,荷役機械,,加熱用・冷却用機器,,繊維機械,,ベアリング,,７．電気機器,,半導体等電子部品,,（ＩＣ）,,音響・映像機器,,,,（映像記録・再生機器）,,（テレビ受像機）,,,,音響・映像機器の部分品,,重電機器,,通信機,,電気計測機器,,電気回路等の機器,,電池,,８．輸送用機器,,自動車,,（乗用車）,,（バス・トラック）,,自動車の部分品,,二輪自動車,,航空機類,,船舶,,９．その他,,,,,,科学光学機器,,写真用・映画用材料,
概況品名,,,,食料品及び動物,,飲料及びたばこ,,,,原材料,,動植物性油脂,,鉱物性燃料,,化学製品,,有機化合物,,医薬品,,プラスチック,,原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸及び繊維製品,,非金属鉱物製品,,ゴム製品,,紙類及び同製品,,一般機械,,原動機,,(電算機類(含周辺機器)),,(電算機類の部分品),,半導体等製造装置,,金属加工機械,,ポンプ及び遠心分離機,,建設用・鉱山用機械,,荷役機械,,加熱用・冷却用機器,,繊維機械,,ベアリング及び同部分品,,電気機器,,半導体等電子部品,,（ＩＣ）,,,,映像機器,,（映像記録・再生機器）,,（テレビ受像機）,,音響機器,,音響・映像機器の部分品,,重電機器,,通信機,,電気計測機器,,電気回路等の機器,,電池,,輸送用機器,,自動車,,（乗用車）,,（バス・トラック）,,自動車の部分品,,二輪自動車・原動機付自転車,,航空機類,,船舶,,,,雑製品,,特殊取扱品,,科学光学機器,,写真用・映画用材料,
概況品コード,'0'〜'9','0'+'1',,'0',,'1',,'2'+'4',,'2',,'4',,'3',,'5',,'50101',,'507',,'515',,'6',,'611',,'613',,'615',,'607',,'609',,'603',,'606',,'701',,'70101',,'7010505',,'7010507',,'70131',,'70107',,'70125',,'70119',,'70127',,'70123',,'70109',,'70129',,'703',,'70323',,'7032305',,'70309'+'70311',,'70309',,'7030903',,'7030901',,'70311',,'70313',,'70301',,'70315',,'70327',,'70303',,'70319',,'705',,'70503',,'7050301',,'7050303',,'70505',,'7050701',,'70511',,'7051301',,'8'+'9',,'8',,'9',,'81101',,'81301',
,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額,数量,金額
Years/Months,(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位：MT),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位：MT),(千円),(単位),(千円),(単位：KG),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：MT),(千円),(単位),(千円),(単位),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位：KG),(千円),(単位),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：NO),(千円),(単位：KG),(千円),(単位：NO),(千円),(単位),(千円),(単位：NO),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円),(単位),(千円)
1988/01,160193192 ,-,1859363 ,-,1790249 ,-,69114 ,-,1618933 ,-,1210588 ,6155 ,408345 ,-,2053663 ,-,13316087 ,-,3443071 ,181991 ,209706 ,20477 ,4527705 ,-,28872108 ,209769 ,14704529 ,5073 ,2509473 ,-,3129601 ,-,2967629 ,-,2759330 ,1905 ,1013891 ,9957 ,1604750 ,-,33771438 ,5573091 ,2793951 ,104142 ,2377165 ,190314 ,1712514 ,-,-,-,2727020 ,-,3194827 ,-,2989304 ,-,2478756 ,-,2586933 ,-,1588295 ,555 ,793145 ,-,41219103 ,-,12859708 ,123972195 ,6700159 ,3028212 ,6311049 ,116853 ,4787434 ,84686 ,2441159 ,27461 ,1790439 ,2911359 ,1523615 ,-,3134176 ,-,3396417 ,-,2517270 ,-,1211993 ,-,4470339 ,281855 ,274247 ,-,26880152 ,15747 ,10668277 ,7441 ,4698606 ,6073 ,4158933 ,-,5689160 ,8632 ,354794 ,-,-,9 ,6589430 ,-,10602345 ,-,7394684 ,-,3207661 ,-,2945124 ,-,1070906 
1988/02,204861604 ,-,1532688 ,-,1466117 ,-,66571 ,-,1919830 ,-,1755163 ,1015 ,164667 ,-,849690 ,-,16770513 ,-,4087037 ,148343 ,295623 ,23412 ,5649621 ,-,41553936 ,287474 ,20923506 ,6759 ,3465176 ,-,4830769 ,-,4935117 ,-,3501805 ,2677 ,1639174 ,11850 ,1964541 ,-,45672493 ,9551397 ,4911617 ,61631 ,2744968 ,287179 ,2444448 ,-,-,-,3666512 ,-,4192692 ,-,2038354 ,-,3291488 ,-,2950570 ,-,3252661 ,800 ,1109368 ,-,52616788 ,-,14706096 ,119719950 ,7741540 ,3289434 ,8676268 ,164519 ,6012049 ,116064 ,4010934 ,42500 ,1243097 ,3124915 ,2664219 ,-,4713568 ,-,5254751 ,-,3429512 ,-,1521460 ,-,4996563 ,402602 ,344107 ,-,31368448 ,17623 ,12902013 ,7631 ,4849157 ,6697 ,5126540 ,-,8833471 ,9189 ,469117 ,-,2751 ,6 ,4551403 ,-,12577218 ,-,8939157 ,-,3638061 ,-,3560302 ,-,1393286 
1988/03,228573364 ,-,1629106 ,-,1545615 ,-,83491 ,-,2277235 ,-,2073025 ,2708 ,204210 ,-,664408 ,-,18897029 ,-,5083722 ,144955 ,364327 ,24986 ,6128019 ,-,45996154 ,317971 ,23408471 ,7300 ,3616249 ,-,5993528 ,-,5512111 ,-,3241675 ,3908 ,1791361 ,12141 ,2159835 ,-,52266711 ,10581202 ,9366524 ,94176 ,3214246 ,279771 ,2422105 ,-,-,-,3091819 ,-,4087887 ,-,3186867 ,-,3272413 ,-,3469789 ,-,3295504 ,831 ,1233095 ,-,63493232 ,-,18276490 ,152534817 ,9570742 ,3268436 ,8873994 ,150055 ,5777891 ,100597 ,3316069 ,39410 ,1293754 ,3118381 ,3096103 ,-,4131051 ,-,6090620 ,-,6784657 ,-,2947220 ,-,6375199 ,563870 ,592849 ,-,29039325 ,19757 ,14723613 ,9554 ,6218713 ,6933 ,5429646 ,-,9021658 ,7457 ,494141 ,-,2672 ,1 ,2563 ,-,14310164 ,-,10434344 ,-,3875820 ,-,4129632 ,-,1384338 
1988/04,211995783 ,-,1558981 ,-,1462777 ,-,96204 ,-,1837616 ,-,1757341 ,389 ,80275 ,-,973766 ,-,17454436 ,-,4282216 ,222130 ,271035 ,24405 ,6041989 ,-,43761381 ,294660 ,21774658 ,5985 ,3200407 ,-,4597505 ,-,4988962 ,-,4786469 ,2813 ,1743695 ,13548 ,2413311 ,-,49212564 ,12169516 ,7015432 ,74472 ,1777786 ,339169 ,2496465 ,-,-,-,3823786 ,-,3821194 ,-,2622947 ,-,3306594 ,-,3583721 ,-,2530356 ,901 ,1228942 ,-,55612716 ,-,17289531 ,147410161 ,9176112 ,2915919 ,6963515 ,96026 ,4226313 ,56430 ,2110150 ,31578 ,1127944 ,2819893 ,2737202 ,-,4344400 ,-,4823446 ,-,3468811 ,-,2050426 ,-,6012502 ,422880 ,350870 ,-,27484597 ,22190 ,14793813 ,9952 ,6189400 ,9144 ,5902742 ,-,5253412 ,5788 ,455338 ,-,3917 ,5 ,2736823 ,-,14099726 ,-,9923645 ,-,4176081 ,-,3938858 ,-,1435383 
1988/05,205037702 ,-,1914981 ,-,1852069 ,-,62912 ,-,2038942 ,-,1936245 ,723 ,102697 ,-,812312 ,-,18061065 ,-,4394028 ,159912 ,305237 ,25758 ,6297916 ,-,40211529 ,270289 ,20293720 ,6355 ,3238220 ,-,4472874 ,-,4778797 ,-,3352216 ,3115 ,1669053 ,11568 ,2175045 ,-,46692584 ,12567557 ,6771755 ,93200 ,3564559 ,309607 ,1891462 ,-,-,-,2551818 ,-,4348135 ,-,2458165 ,-,2650876 ,-,3502443 ,-,2404918 ,829 ,1116110 ,-,53339308 ,-,16103869 ,204637282 ,8254544 ,3141229 ,8034045 ,160222 ,5486344 ,101149 ,3280079 ,52599 ,1460215 ,2981007 ,2547701 ,-,4082326 ,-,5966780 ,-,2370987 ,-,1394713 ,-,5757819 ,361082 ,298385 ,-,28338715 ,21569 ,14757458 ,9830 ,6032649 ,8750 ,6055206 ,-,6398484 ,6636 ,421559 ,-,9414 ,6 ,3352988 ,-,13628266 ,-,9655501 ,-,3972765 ,-,3461364 ,-,1659747 
1988/06,226359212 ,-,2446348 ,-,2313282 ,-,133066 ,-,2189381 ,-,2068866 ,918 ,120515 ,-,663165 ,-,19101112 ,-,4796239 ,190984 ,265121 ,24745 ,6382752 ,-,48249532 ,332599 ,25437986 ,10227 ,4652296 ,-,5220261 ,-,4941698 ,-,3786886 ,3599 ,1927659 ,11317 ,2010659 ,-,48069264 ,14259647 ,9026182 ,104011 ,2713011 ,337135 ,2206766 ,-,-,-,2185710 ,-,3709054 ,-,2884667 ,-,2800270 ,-,2833562 ,-,2073905 ,914 ,1277501 ,-,61942337 ,-,20016882 ,174287771 ,11082665 ,3504308 ,8936211 ,163246 ,6196441 ,103282 ,3287885 ,50356 ,1709080 ,3341062 ,2739770 ,-,4516580 ,-,6172144 ,-,2665426 ,-,2040749 ,-,6405381 ,420103 ,371920 ,-,26300394 ,23199 ,16680987 ,11888 ,7159310 ,8839 ,6602637 ,-,6883198 ,10307 ,586005 ,-,10968 ,3 ,142591 ,-,17397679 ,-,10505455 ,-,6892224 ,-,4077874 ,-,1366139 
